Year Type,Year,Organization Group Code,Organization Group,Department Code,Department,Union Code,Union,Job Family Code,Job Family,Job Code,Job,Employee Identifier,Salaries,Overtime,Other Salaries,Total Salary,Retirement,Health/Dental,Other Benefits,Total Benefits,Total Compensation
Calendar,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",1600,"Payroll, Billing & Accounting",1632,Senior Account Clerk,17376,64125.66,256.94,0,64382.6,13237.96,11847.48,5285.49,30370.93,94753.53
Fiscal,2015,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q002,Police Officer,11260,96803.01,5909.22,4367.02,107079.25,21895.9,12392.79,1730.58,36019.27,143098.52
Fiscal,2014,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,4768,40464.3,3613.55,499.1,44576.95,11150.2,11245.4,3419.64,25815.24,70392.19
Calendar,2014,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,24056,53982.19,0,7314.55,61296.74,12932.46,12885.48,5039.44,30857.38,92154.12
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,6,"Electrical Workers, Local 6",7300,Journeyman Trade,7318,Electronic Maintenance Tech,18002,106838.01,167.96,12985.43,119991.4,25974.57,12500.55,9703.4,48178.52,168169.92
Fiscal,2015,2,"Public Works, Transportation & Commerce",ECN,Economic and Workforce Development,535,"SEIU - Human Services, Local 1021",9700,Community Development,9704,Employment & Training Spec 3,49342,82864.9,0,0,82864.9,18586.12,12500.56,6658.08,37744.76,120609.66
Fiscal,2014,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2300,Nursing,2303,Patient Care Assistant,52458,8806.88,0,39,8845.88,0,2486.15,684.85,3171,12016.88
Calendar,2014,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,254,"Transport Workers - Fare Inspectors, Local 250-A",9100,Street Transit,9132,Transit Fare Inspector,24119,39092.96,22.81,2590.56,41706.33,10012.56,8745.93,3378.4,22136.89,63843.22
Calendar,2015,2,"Public Works, Transportation & Commerce",HHP,PUC Hetch Hetchy,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5241,Engineer,31804,110220.36,0,0,110220.36,21939,10097.87,9081.45,41118.32,151338.68
Fiscal,2016,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,30860,53313.83,1654.02,6501.98,61469.83,0,4383.28,4229.04,8612.32,70082.15
Calendar,2015,1,Public Protection,PDR,Public Defender,311,Municipal Attorneys' Association,8100,Legal & Court,8177,Attorney (Civil/Criminal),36184,171788.21,0,1500,173288.21,34804.37,12424.5,10734.9,57963.77,231251.98
Fiscal,2015,5,Culture & Recreation,REC,Recreation and Park Commission,790,"SEIU - Miscellaneous, Local 1021",1200,Personnel,1220,Payroll Clerk,47037,42881.43,0,39.26,42920.69,9627.08,7758.97,3491.06,20877.11,63797.8
Calendar,2015,4,Community Health,DPH,Public Health,251,"Transport Workers - Miscellaneous, Local 250-A",2800,Public Health,2806,Disease Control Investigator,18819,19108.4,0,294.4,19402.8,3647.12,3536.2,1584.94,8768.26,28171.06
Fiscal,2015,1,Public Protection,SHF,Sheriff,498,Deputy Sheriffs' Association,8300,Correction & Detention,8304,Deputy Sheriff,23759,96033.35,32212.13,18164.69,146410.17,26746.46,12463.79,2010.57,41220.82,187630.99
Calendar,2015,1,Public Protection,FIR,Fire Department,798,"Firefighters Unit 1, Local 798",H000,Fire Services,H008,EMT Paramedic,26478,1852.76,0,0,1852.76,0,256.85,143.8,400.65,2253.41
Fiscal,2014,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,2545,108918.9,1213.39,12445.81,122578.1,25814.11,10763.79,9490.23,46068.13,168646.23
Fiscal,2014,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q004,Police Officer 3,46757,25723.15,6345.05,4961.2,37029.4,5262.98,2696.67,613.14,8572.79,45602.19
Fiscal,2014,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9102,Transit Car Cleaner,7015,59567.16,13166.08,14442.12,87175.36,14724.31,12461.32,7089.46,34275.09,121450.45
Calendar,2013,1,Public Protection,SHF,Sheriff,351,Municipal Executive Association - Miscellaneous,900,Management,922,Manager I,8053,92093.25,0,0,92093.25,18125.44,12918.24,9691.66,40735.34,132828.59
Fiscal,2016,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,38,"Plumbers and Pipefitters, Local 38",7300,Journeyman Trade,7388,Utility Plumber,16207,75218.47,762.93,5314.92,81296.32,14022.37,9514.57,6728.1,30265.04,111561.36
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,261,"Laborers, Local 261",3400,Agriculture & Horticulture,3417,Gardener,40330,59018.31,0,160,59178.31,12188.78,12366.98,4801.81,29357.57,88535.88
Fiscal,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,2839,116720.07,0,250,116970.07,33141.59,9940.57,2402.32,45484.48,162454.55
Calendar,2013,1,Public Protection,FIR,Fire Department,798,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H002,Firefighter,48326,115893.47,55943.4,16692.9,188529.77,23963.18,15645.43,468.46,40077.07,228606.84
Calendar,2015,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q002,Police Officer,52282,43767.3,0,0,43767.3,8135.74,6690.11,3357.26,18183.11,61950.41
Calendar,2013,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,8714,8141.98,0,267,8408.98,172.2,729.64,0.02,901.86,9310.84
Fiscal,2016,2,"Public Works, Transportation & Commerce",HHP,PUC Hetch Hetchy,6,"Electrical Workers, Local 6",7300,Journeyman Trade,7318,Electronic Maintenance Tech,21383,109128.1,616.11,683.48,110427.69,20637.87,13068.82,8637.4,42344.09,152771.78
Calendar,2015,1,Public Protection,FIR,Fire Department,798,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H030,"Captain, Fire Suppression",29011,148809.29,83271.35,33164.9,265245.54,35491.28,15052.76,4475.77,55019.81,320265.35
Fiscal,2013,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2300,Nursing,2305,Psychiatric Technician,45028,57545.42,410.55,3964.4,61920.37,10602.87,10352.21,5147.43,26102.51,88022.88
Calendar,2015,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,261,"Laborers, Local 261",7500,Semi-Skilled & General Labor,7514,General Laborer,38951,51974.12,1213.37,872.8,54060.29,11039.67,10146.11,5262.85,26448.63,80508.92
Calendar,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,1963,26631.59,0,3303.82,29935.41,0,2017.43,2319.26,4336.69,34272.1
Calendar,2013,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,2623,103242.25,4633.49,310.2,108185.94,22362.42,10261.03,8800.12,41423.57,149609.51
Fiscal,2013,1,Public Protection,SHF,Sheriff,498,Deputy Sheriffs' Association,8300,Correction & Detention,8304,Deputy Sheriff,9766,90085.1,5915.38,8829.59,104830.07,19367.49,12826.41,1709.36,33903.26,138733.33
Fiscal,2014,6,General Administration & Finance,REG,Elections,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1404,Clerk,39182,12532.8,1594.76,0,14127.56,0,3499.68,1093.75,4593.43,18720.99
Calendar,2015,1,Public Protection,FIR,Fire Department,798,"Firefighters Unit 1, Local 798",H000,Fire Services,H008,EMT Paramedic,37227,21586.84,0,0,21586.84,0,2992.63,1675.49,4668.12,26254.96
Fiscal,2016,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2300,Nursing,2303,Patient Care Assistant,18223,68119.2,8118.86,4627.27,80865.33,12796.03,12370.48,6384.76,31551.27,112416.6
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5203,Asst Engr,40472,98247.6,0,0,98247.6,20207.5,12137.79,7590.81,39936.1,138183.7
Fiscal,2013,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,26784,113143.8,0,2327.36,115471.16,0,10813.82,8939.78,19753.6,135224.76
Fiscal,2015,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q003,Police Officer 2,48040,117144.5,4075.91,2647.87,123868.28,25315.92,12512.53,2073.8,39902.25,163770.53
Fiscal,2016,2,"Public Works, Transportation & Commerce",PRT,Port,40,"Roofers and Waterproofers, Local 40",7200,Supervisory-Labor & Trade,9343,Roofer,23657,73804.2,0,40,73844.2,13742.47,11643.71,6088.7,31474.88,105319.08
Fiscal,2014,5,Culture & Recreation,LIB,Public Library,790,"SEIU - Miscellaneous, Local 1021",3600,Library,3610,Library Assistant,48274,32434.85,0,321.51,32756.36,6983.68,6914.99,2300.3,16198.97,48955.33
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9110,Fare Collections Receiver,37501,62811.01,4528.52,7533.17,74872.7,13736.12,12424.5,6161.67,32322.29,107194.99
Calendar,2014,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8201,School Crossing Guard,10942,11688.58,0,0,11688.58,2969.11,0,923.39,3892.5,15581.08
Calendar,2014,6,General Administration & Finance,TIS,General Services Agency - Technology,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1000,Information Systems,1044,IS Engineer-Principal,5316,31471.01,0,0,31471.01,6744.52,2761.63,2444.18,11950.33,43421.34
Fiscal,2016,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,34916,67289.98,8769.34,2539.58,78598.9,16814.59,13505.26,6097.85,36417.7,115016.6
Fiscal,2016,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q004,Police Officer 3,21696,121017.83,6053.08,3331.51,130402.42,21932.8,13068.81,2172.61,37174.22,167576.64
Calendar,2014,3,Human Welfare & Neighborhood Development,DSS,Human Services,1,Miscellaneous Unrepresented Employees,9900,Public Service Aide,9916,Public Svc Aide-Public Works,20934,3447,0,69.31,3516.31,0,1638.14,272.23,1910.37,5426.68
Calendar,2014,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,21,"Prof & Tech Engineers - Miscellaneous, Local 21",9200,Airport Operation,9206,Airport Property Specialist 1,47881,101954.11,0,0,101954.11,22283.48,13054.94,8373.9,43712.32,145666.43
Fiscal,2016,6,General Administration & Finance,ADM,General Services Agency - City Admin,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1900,Purchasing & Storekeeping,1958,Supervising Purchaser,24348,95686.75,0,23328.99,119015.74,17868.49,9627.02,8941.76,36437.27,155453.01
Fiscal,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,38,"Plumbers and Pipefitters, Local 38",7300,Journeyman Trade,7348,Steamfitter,34614,99719.32,908.35,3204.58,103832.25,23085.8,12500.56,8563.35,44149.71,147981.96
Fiscal,2016,1,Public Protection,FIR,Fire Department,798,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H003,EMT/Paramedic/Firefighter,34580,100177.15,37595.7,12690.95,150463.8,20973.31,13318.21,2521.63,36813.15,187276.95
Calendar,2014,6,General Administration & Finance,TIS,General Services Agency - Technology,351,Municipal Executive Association - Miscellaneous,900,Management,941,Manager VI,38490,164805.02,0,0,164805.02,35200.82,13054.94,19235.1,67490.86,232295.88
Fiscal,2014,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q004,Police Officer 3,18344,21186.45,3073.92,1888.6,26148.97,4513.53,2133.36,61.68,6708.57,32857.54
Fiscal,2016,5,Culture & Recreation,REC,Recreation and Park Commission,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1800,"Budget, Admn & Stats Analysis",1823,Senior Administrative Analyst,51226,88905.94,0,0,88905.94,16545.37,13068.8,6980.42,36594.59,125500.53
Calendar,2015,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,130,"Automotive Machinists, Local 1414",7300,Journeyman Trade,7313,Automotive Machinist,444,82883,178.2,600,83661.2,17194.05,12424.5,6861.74,36480.29,120141.49
Fiscal,2014,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,48900,533.9,0,13.35,547.25,0,47.94,42.38,90.32,637.57
Calendar,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,3677,132951.12,205.95,26760.81,159917.88,36353.74,11079.37,3249.06,50682.17,210600.05
Calendar,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9924,PS Aide Health Services,12375,38178.93,0,0,38178.93,5781.38,12400.61,3079.32,21261.31,59440.24
Fiscal,2014,6,General Administration & Finance,ADM,General Services Agency - City Admin,130,"Automotive Machinists, Local 1414",7300,Journeyman Trade,7313,Automotive Machinist,38405,81196.4,3475.67,1404.91,86076.98,17616.01,12512.55,6821.61,36950.17,123027.15
Calendar,2013,5,Culture & Recreation,LIB,Public Library,790,"SEIU - Miscellaneous, Local 1021",3600,Library,3610,Library Assistant,11389,60102.09,0,1246.27,61348.36,12053.84,12918.24,5068.09,30040.17,91388.53
Fiscal,2015,3,Human Welfare & Neighborhood Development,CHF,"Children, Youth & Their Families",790,"SEIU - Miscellaneous, Local 1021",9700,Community Development,9772,Community Development Spec,34461,33987.61,0,3310.02,37297.63,7623.42,5460.01,2922.1,16005.53,53303.16
Calendar,2015,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q004,Police Officer 3,18363,119455.21,32866.3,6230.96,158552.47,23664.86,12424.5,2647.14,38736.5,197288.97
Fiscal,2014,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,790,"SEIU - Miscellaneous, Local 1021",7500,Semi-Skilled & General Labor,7542,Watershed Worker (Seasonal),35095,6828.8,0,0,6828.8,0,2109.4,528.69,2638.09,9466.89
Calendar,2014,2,"Public Works, Transportation & Commerce",CWP,PUC Wastewater Enterprise,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5600,Energy & Environment,5620,Regulatory Specialist,14551,105735.48,0,0,105735.48,23091.56,13054.94,8426.68,44573.18,150308.66
Calendar,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",2500,Med Therapy & Auxiliary,2586,Health Worker 2,23224,61406.01,892.85,2296.02,64594.88,13076.06,12420.02,5157.97,30654.05,95248.93
Calendar,2014,2,"Public Works, Transportation & Commerce",CWP,PUC Wastewater Enterprise,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5241,Engineer,8553,132339.12,0,0,132339.12,28273.84,13054.94,9917.55,51246.33,183585.45
Fiscal,2016,3,Human Welfare & Neighborhood Development,DSS,Human Services,535,"SEIU - Human Services, Local 1021",2900,Human Services,2905,Senior Eligibility Worker,2264,70896.42,6427.98,1400,78724.4,13559.82,12619.88,6381.04,32560.74,111285.14
Calendar,2015,4,Community Health,DPH,Public Health,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1600,"Payroll, Billing & Accounting",1652,Accountant II,30790,10204.01,0,0,10204.01,2288.76,1911.45,803.55,5003.76,15207.77
Fiscal,2015,6,General Administration & Finance,ADM,General Services Agency - City Admin,130,"Automotive Machinists, Local 1414",7300,Journeyman Trade,7381,Automotive Mechanic,28711,51990.88,0,14.38,52005.26,3768.08,8125.66,4097.2,15990.94,67996.2
Calendar,2013,2,"Public Works, Transportation & Commerce",HHP,PUC Hetch Hetchy,790,"SEIU - Miscellaneous, Local 1021",7400,Skilled Labor,7470,Watershed Keeper,33285,68391.03,3847,12994.71,85232.74,13430.89,12918.25,5834.75,32183.89,117416.63
Fiscal,2014,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9104,Transit Car Cleaner Asst Sprv,10804,3162.73,0,281.53,3444.26,734.32,610.65,335.51,1680.48,5124.74
Calendar,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,40998,10934.43,0,1785.22,12719.65,0,0,1265.39,1265.39,13985.04
Fiscal,2013,5,Culture & Recreation,REC,Recreation and Park Commission,261,"Laborers, Local 261",3400,Agriculture & Horticulture,3422,Park Section Supervisor,22848,21140.8,917.33,0,22058.13,3849.73,3594.35,1739.52,9183.6,31241.73
Fiscal,2015,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,382,Inspector 3,28384,144496.81,32304.03,7115.53,183916.37,31806.03,12512.53,3228.1,47546.66,231463.03
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5500,Construction Project Mgmt,5506,Project Manager 3,18443,174462.31,0,0,174462.31,38277.06,12506.53,10932.27,61715.86,236178.17
Fiscal,2014,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",2900,Human Services,2930,Psychiatric Social Worker,31349,73231.08,0,1249.18,74480.26,15879.19,12500.56,6007.81,34387.56,108867.82
Calendar,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2323,Clinical Nurse Specialist,15166,78496.3,369.35,545.49,79411.14,14284.94,5208.74,2128.85,21622.53,101033.67
Calendar,2014,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q002,Police Officer,33638,112164.04,13789.66,8364.62,134318.32,23577.56,13054.94,2136.93,38769.43,173087.75
Calendar,2014,6,General Administration & Finance,TTX,Treasurer/Tax Collector,790,"SEIU - Miscellaneous, Local 1021",4300,Revenue,4320,Cashier 1,20509,47136.23,1142.72,0,48278.95,11922.23,13052.3,3899.2,28873.73,77152.68
Calendar,2014,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5268,Architect,35160,130126.02,0,0,130126.02,27798.86,13054.96,9747.12,50600.94,180726.96
